#    L    TT             EE             TE             PP             TP          
  1687   0.404515E+03   0.100685E+02  -0.290920E+02   0.148808E+06  -0.417851E+01
  1688   0.404837E+03   0.995010E+01  -0.288291E+02   0.148658E+06  -0.418325E+01
  1689   0.405140E+03   0.983323E+01  -0.285607E+02   0.148509E+06  -0.418457E+01
  1690   0.405422E+03   0.971813E+01  -0.282871E+02   0.148360E+06  -0.418243E+01
  1691   0.405683E+03   0.960471E+01  -0.280084E+02   0.148211E+06  -0.417679E+01
  1692   0.405924E+03   0.949303E+01  -0.277247E+02   0.148062E+06  -0.416760E+01
  1693   0.406142E+03   0.938310E+01  -0.274363E+02   0.147914E+06  -0.415483E+01
  1694   0.406340E+03   0.927506E+01  -0.271432E+02   0.147766E+06  -0.413841E+01
  1695   0.406514E+03   0.916890E+01  -0.268458E+02   0.147618E+06  -0.411830E+01
  1696   0.406666E+03   0.906453E+01  -0.265441E+02   0.147470E+06  -0.409447E+01
  1697   0.406795E+03   0.896217E+01  -0.262383E+02   0.147323E+06  -0.406686E+01
  1698   0.406899E+03   0.886175E+01  -0.259286E+02   0.147176E+06  -0.403542E+01
  1699   0.406980E+03   0.876333E+01  -0.256153E+02   0.147029E+06  -0.400013E+01
  1700   0.407036E+03   0.866705E+01  -0.252984E+02   0.146882E+06  -0.396091E+01
  1701   0.407068E+03   0.857276E+01  -0.249782E+02   0.146736E+06  -0.391776E+01
  1702   0.407074E+03   0.848063E+01  -0.246549E+02   0.146589E+06  -0.387071E+01
  1703   0.407056E+03   0.839072E+01  -0.243286E+02   0.146443E+06  -0.381981E+01
  1704   0.407013E+03   0.830283E+01  -0.239993E+02   0.146297E+06  -0.376513E+01
  1705   0.406946E+03   0.821723E+01  -0.236673E+02   0.146152E+06  -0.370673E+01
  1706   0.406853E+03   0.813374E+01  -0.233326E+02   0.146006E+06  -0.364466E+01
  1707   0.406735E+03   0.805238E+01  -0.229952E+02   0.145861E+06  -0.357899E+01
  1708   0.406591E+03   0.797327E+01  -0.226555E+02   0.145716E+06  -0.350976E+01
  1709   0.406424E+03   0.789630E+01  -0.223133E+02   0.145571E+06  -0.343705E+01
  1710   0.406230E+03   0.782159E+01  -0.219689E+02   0.145427E+06  -0.336091E+01
  1711   0.406012E+03   0.774902E+01  -0.216224E+02   0.145282E+06  -0.328139E+01
  1712   0.405768E+03   0.767862E+01  -0.212739E+02   0.145138E+06  -0.319856E+01
  1713   0.405499E+03   0.761045E+01  -0.209236E+02   0.144995E+06  -0.311247E+01
  1714   0.405206E+03   0.754445E+01  -0.205714E+02   0.144851E+06  -0.302318E+01
  1715   0.404887E+03   0.748068E+01  -0.202177E+02   0.144707E+06  -0.293076E+01
  1716   0.404543E+03   0.741916E+01  -0.198626E+02   0.144564E+06  -0.283526E+01
  1717   0.404174E+03   0.735986E+01  -0.195061E+02   0.144421E+06  -0.273674E+01
  1718   0.403780E+03   0.730274E+01  -0.191485E+02   0.144278E+06  -0.263525E+01
  1719   0.403361E+03   0.724785E+01  -0.187898E+02   0.144136E+06  -0.253086E+01
  1720   0.402917E+03   0.719514E+01  -0.184303E+02   0.143994E+06  -0.242363E+01
  1721   0.402449E+03   0.714473E+01  -0.180700E+02   0.143851E+06  -0.231360E+01
  1722   0.401956E+03   0.709650E+01  -0.177091E+02   0.143709E+06  -0.220085E+01
  1723   0.401439E+03   0.705057E+01  -0.173479E+02   0.143568E+06  -0.208543E+01
  1724   0.400897E+03   0.700683E+01  -0.169864E+02   0.143426E+06  -0.196740E+01
  1725   0.400331E+03   0.696531E+01  -0.166248E+02   0.143285E+06  -0.184682E+01
  1726   0.399741E+03   0.692599E+01  -0.162632E+02   0.143144E+06  -0.172374E+01
  1727   0.399127E+03   0.688896E+01  -0.159018E+02   0.143003E+06  -0.159823E+01
  1728   0.398489E+03   0.685405E+01  -0.155407E+02   0.142862E+06  -0.147034E+01
  1729   0.397827E+03   0.682144E+01  -0.151803E+02   0.142722E+06  -0.134013E+01
  1730   0.397141E+03   0.679102E+01  -0.148204E+02   0.142582E+06  -0.120767E+01
  1731   0.396432E+03   0.676275E+01  -0.144613E+02   0.142442E+06  -0.107300E+01
  1732   0.395699E+03   0.673668E+01  -0.141032E+02   0.142302E+06  -0.936187E+00
  1733   0.394943E+03   0.671284E+01  -0.137463E+02   0.142162E+06  -0.797293E+00
  1734   0.394164E+03   0.669112E+01  -0.133905E+02   0.142023E+06  -0.656374E+00
  1735   0.393362E+03   0.667155E+01  -0.130363E+02   0.141884E+06  -0.513489E+00
  1736   0.392538E+03   0.665418E+01  -0.126838E+02   0.141745E+06  -0.368695E+00
  1737   0.391692E+03   0.663897E+01  -0.123331E+02   0.141606E+06  -0.222052E+00
  1738   0.390824E+03   0.662587E+01  -0.119845E+02   0.141468E+06  -0.736182E-01
  1739   0.389934E+03   0.661494E+01  -0.116381E+02   0.141329E+06   0.765478E-01
  1740   0.389023E+03   0.660614E+01  -0.112941E+02   0.141191E+06   0.228387E+00
  1741   0.388092E+03   0.659941E+01  -0.109527E+02   0.141053E+06   0.381842E+00
  1742   0.387139E+03   0.659482E+01  -0.106141E+02   0.140915E+06   0.536853E+00
  1743   0.386167E+03   0.659223E+01  -0.102783E+02   0.140778E+06   0.693362E+00
  1744   0.385173E+03   0.659178E+01  -0.994565E+01   0.140641E+06   0.851310E+00
  1745   0.384161E+03   0.659333E+01  -0.961624E+01   0.140503E+06   0.101064E+01
  1746   0.383128E+03   0.659694E+01  -0.929028E+01   0.140367E+06   0.117129E+01
  1747   0.382076E+03   0.660249E+01  -0.896781E+01   0.140230E+06   0.133320E+01
  1748   0.381006E+03   0.661010E+01  -0.864924E+01   0.140093E+06   0.149632E+01
  1749   0.379916E+03   0.661965E+01  -0.833452E+01   0.139957E+06   0.166059E+01
  1750   0.378808E+03   0.663110E+01  -0.802398E+01   0.139821E+06   0.182594E+01
  1751   0.377682E+03   0.664450E+01  -0.771773E+01   0.139685E+06   0.199233E+01
  1752   0.376540E+03   0.665982E+01  -0.741590E+01   0.139549E+06   0.215970E+01
  1753   0.375380E+03   0.667702E+01  -0.711850E+01   0.139414E+06   0.232800E+01
  1754   0.374202E+03   0.669607E+01  -0.682559E+01   0.139279E+06   0.249721E+01
  1755   0.373008E+03   0.671702E+01  -0.653730E+01   0.139143E+06   0.266726E+01
  1756   0.371798E+03   0.673976E+01  -0.625355E+01   0.139009E+06   0.283811E+01
  1757   0.370571E+03   0.676434E+01  -0.597455E+01   0.138874E+06   0.300973E+01
  1758   0.369327E+03   0.679066E+01  -0.570030E+01   0.138739E+06   0.318206E+01
  1759   0.368068E+03   0.681879E+01  -0.543085E+01   0.138605E+06   0.335506E+01
  1760   0.366794E+03   0.684866E+01  -0.516619E+01   0.138471E+06   0.352869E+01
  1761   0.365505E+03   0.688023E+01  -0.490646E+01   0.138337E+06   0.370289E+01
  1762   0.364200E+03   0.691349E+01  -0.465165E+01   0.138203E+06   0.387763E+01
  1763   0.362881E+03   0.694842E+01  -0.440198E+01   0.138070E+06   0.405286E+01
  1764   0.361548E+03   0.698498E+01  -0.415735E+01   0.137936E+06   0.422854E+01
  1765   0.360202E+03   0.702317E+01  -0.391784E+01   0.137803E+06   0.440462E+01
  1766   0.358843E+03   0.706293E+01  -0.368365E+01   0.137670E+06   0.458105E+01
  1767   0.357470E+03   0.710426E+01  -0.345469E+01   0.137538E+06   0.475779E+01
  1768   0.356086E+03   0.714711E+01  -0.323112E+01   0.137405E+06   0.493480E+01
  1769   0.354691E+03   0.719147E+01  -0.301290E+01   0.137273E+06   0.511202E+01
  1770   0.353284E+03   0.723729E+01  -0.280019E+01   0.137141E+06   0.528943E+01
  1771   0.351866E+03   0.728455E+01  -0.259305E+01   0.137009E+06   0.546696E+01
  1772   0.350437E+03   0.733320E+01  -0.239139E+01   0.136877E+06   0.564458E+01
  1773   0.348998E+03   0.738321E+01  -0.219535E+01   0.136745E+06   0.582224E+01
  1774   0.347550E+03   0.743456E+01  -0.200499E+01   0.136614E+06   0.599990E+01
  1775   0.346092E+03   0.748720E+01  -0.182030E+01   0.136483E+06   0.617750E+01
  1776   0.344626E+03   0.754110E+01  -0.164142E+01   0.136352E+06   0.635502E+01
  1777   0.343151E+03   0.759623E+01  -0.146827E+01   0.136221E+06   0.653239E+01
  1778   0.341669E+03   0.765253E+01  -0.130098E+01   0.136090E+06   0.670959E+01
  1779   0.340179E+03   0.770998E+01  -0.113954E+01   0.135960E+06   0.688655E+01
  1780   0.338682E+03   0.776854E+01  -0.984092E+00   0.135830E+06   0.706324E+01
  1781   0.337179E+03   0.782816E+01  -0.834547E+00   0.135700E+06   0.723961E+01
  1782   0.335670E+03   0.788881E+01  -0.691119E+00   0.135570E+06   0.741562E+01
  1783   0.334156E+03   0.795044E+01  -0.553648E+00   0.135440E+06   0.759121E+01
  1784   0.332638E+03   0.801301E+01  -0.422273E+00   0.135311E+06   0.776636E+01
  1785   0.331114E+03   0.807649E+01  -0.297055E+00   0.135182E+06   0.794101E+01
  1786   0.329588E+03   0.814081E+01  -0.177911E+00   0.135052E+06   0.811511E+01
  1787   0.328059E+03   0.820594E+01  -0.650530E-01   0.134924E+06   0.828863E+01
  1788   0.326527E+03   0.827184E+01   0.416792E-01   0.134795E+06   0.846151E+01
  1789   0.324993E+03   0.833846E+01   0.142073E+00   0.134666E+06   0.863372E+01
  1790   0.323458E+03   0.840575E+01   0.236288E+00   0.134538E+06   0.880520E+01
  1791   0.321922E+03   0.847367E+01   0.324186E+00   0.134410E+06   0.897592E+01
  1792   0.320385E+03   0.854215E+01   0.405778E+00   0.134282E+06   0.914582E+01
  1793   0.318849E+03   0.861117E+01   0.481001E+00   0.134154E+06   0.931486E+01
  1794   0.317313E+03   0.868065E+01   0.549865E+00   0.134026E+06   0.948301E+01
  1795   0.315779E+03   0.875058E+01   0.612381E+00   0.133899E+06   0.965020E+01
  1796   0.314247E+03   0.882087E+01   0.668560E+00   0.133772E+06   0.981641E+01
  1797   0.312717E+03   0.889149E+01   0.718264E+00   0.133645E+06   0.998157E+01
  1798   0.311190E+03   0.896238E+01   0.761504E+00   0.133518E+06   0.101457E+02
  1799   0.309667E+03   0.903349E+01   0.798439E+00   0.133391E+06   0.103086E+02
  1800   0.308148E+03   0.910477E+01   0.828857E+00   0.133265E+06   0.104704E+02
  1801   0.306635E+03   0.917617E+01   0.852855E+00   0.133138E+06   0.106309E+02
  1802   0.305128E+03   0.924766E+01   0.870435E+00   0.133012E+06   0.107901E+02
  1803   0.303626E+03   0.931922E+01   0.881606E+00   0.132886E+06   0.109477E+02
  1804   0.302130E+03   0.939083E+01   0.886403E+00   0.132761E+06   0.111035E+02
  1805   0.300641E+03   0.946246E+01   0.884871E+00   0.132635E+06   0.112573E+02
  1806   0.299158E+03   0.953408E+01   0.877040E+00   0.132510E+06   0.114090E+02
  1807   0.297683E+03   0.960568E+01   0.862954E+00   0.132384E+06   0.115584E+02
  1808   0.296214E+03   0.967722E+01   0.842649E+00   0.132259E+06   0.117054E+02
  1809   0.294752E+03   0.974867E+01   0.816155E+00   0.132135E+06   0.118496E+02
  1810   0.293298E+03   0.982002E+01   0.783516E+00   0.132010E+06   0.119910E+02
  1811   0.291852E+03   0.989124E+01   0.744785E+00   0.131885E+06   0.121293E+02
  1812   0.290414E+03   0.996228E+01   0.700020E+00   0.131761E+06   0.122644E+02
  1813   0.288984E+03   0.100331E+02   0.649265E+00   0.131637E+06   0.123961E+02
  1814   0.287563E+03   0.101038E+02   0.592572E+00   0.131513E+06   0.125243E+02
  1815   0.286151E+03   0.101742E+02   0.530001E+00   0.131389E+06   0.126486E+02
  1816   0.284748E+03   0.102443E+02   0.461611E+00   0.131266E+06   0.127690E+02
  1817   0.283356E+03   0.103141E+02   0.387445E+00   0.131142E+06   0.128853E+02
  1818   0.281973E+03   0.103836E+02   0.307578E+00   0.131019E+06   0.129972E+02
  1819   0.280600E+03   0.104527E+02   0.222076E+00   0.130896E+06   0.131046E+02
  1820   0.279238E+03   0.105214E+02   0.131007E+00   0.130773E+06   0.132074E+02
  1821   0.277887E+03   0.105897E+02   0.344357E-01   0.130650E+06   0.133053E+02
  1822   0.276548E+03   0.106575E+02  -0.675628E-01   0.130528E+06   0.133981E+02
  1823   0.275219E+03   0.107249E+02  -0.174930E+00   0.130405E+06   0.134857E+02
  1824   0.273902E+03   0.107917E+02  -0.287591E+00   0.130283E+06   0.135679E+02
  1825   0.272597E+03   0.108579E+02  -0.405450E+00   0.130161E+06   0.136445E+02
  1826   0.271304E+03   0.109236E+02  -0.528433E+00   0.130039E+06   0.137153E+02
  1827   0.270024E+03   0.109887E+02  -0.656436E+00   0.129918E+06   0.137801E+02
  1828   0.268757E+03   0.110531E+02  -0.789371E+00   0.129796E+06   0.138389E+02
  1829   0.267504E+03   0.111168E+02  -0.927155E+00   0.129675E+06   0.138912E+02
  1830   0.266264E+03   0.111799E+02  -0.106970E+01   0.129554E+06   0.139371E+02
  1831   0.265038E+03   0.112421E+02  -0.121690E+01   0.129433E+06   0.139763E+02
  1832   0.263827E+03   0.113036E+02  -0.136867E+01   0.129312E+06   0.140086E+02
  1833   0.262631E+03   0.113643E+02  -0.152490E+01   0.129191E+06   0.140338E+02
  1834   0.261450E+03   0.114241E+02  -0.168548E+01   0.129071E+06   0.140518E+02
  1835   0.260284E+03   0.114831E+02  -0.185032E+01   0.128950E+06   0.140624E+02
  1836   0.259134E+03   0.115411E+02  -0.201931E+01   0.128830E+06   0.140654E+02
  1837   0.257999E+03   0.115982E+02  -0.219234E+01   0.128710E+06   0.140606E+02
  1838   0.256881E+03   0.116543E+02  -0.236932E+01   0.128590E+06   0.140478E+02
  1839   0.255778E+03   0.117094E+02  -0.255012E+01   0.128471E+06   0.140269E+02
  1840   0.254693E+03   0.117635E+02  -0.273463E+01   0.128351E+06   0.139977E+02
  1841   0.253624E+03   0.118165E+02  -0.292271E+01   0.128232E+06   0.139599E+02
  1842   0.252573E+03   0.118683E+02  -0.311426E+01   0.128113E+06   0.139134E+02
  1843   0.251539E+03   0.119190E+02  -0.330914E+01   0.127994E+06   0.138581E+02
  1844   0.250523E+03   0.119685E+02  -0.350724E+01   0.127875E+06   0.137936E+02
  1845   0.249525E+03   0.120168E+02  -0.370843E+01   0.127756E+06   0.137200E+02
  1846   0.248545E+03   0.120638E+02  -0.391259E+01   0.127638E+06   0.136369E+02
  1847   0.247585E+03   0.121096E+02  -0.411958E+01   0.127520E+06   0.135442E+02
  1848   0.246643E+03   0.121540E+02  -0.432927E+01   0.127402E+06   0.134417E+02
  1849   0.245720E+03   0.121971E+02  -0.454152E+01   0.127284E+06   0.133292E+02
  1850   0.244816E+03   0.122387E+02  -0.475620E+01   0.127166E+06   0.132066E+02
  1851   0.243932E+03   0.122790E+02  -0.497320E+01   0.127048E+06   0.130737E+02
  1852   0.243067E+03   0.123178E+02  -0.519243E+01   0.126931E+06   0.129311E+02
  1853   0.242222E+03   0.123552E+02  -0.541383E+01   0.126813E+06   0.127792E+02
  1854   0.241397E+03   0.123911E+02  -0.563732E+01   0.126696E+06   0.126188E+02
  1855   0.240591E+03   0.124255E+02  -0.586279E+01   0.126579E+06   0.124503E+02
  1856   0.239806E+03   0.124585E+02  -0.609019E+01   0.126462E+06   0.122742E+02
  1857   0.239039E+03   0.124901E+02  -0.631942E+01   0.126346E+06   0.120913E+02
  1858   0.238293E+03   0.125201E+02  -0.655041E+01   0.126229E+06   0.119020E+02
  1859   0.237566E+03   0.125487E+02  -0.678306E+01   0.126113E+06   0.117069E+02
  1860   0.236859E+03   0.125758E+02  -0.701730E+01   0.125997E+06   0.115065E+02
  1861   0.236172E+03   0.126014E+02  -0.725303E+01   0.125881E+06   0.113016E+02
  1862   0.235504E+03   0.126255E+02  -0.749015E+01   0.125765E+06   0.110925E+02
  1863   0.234857E+03   0.126481E+02  -0.772859E+01   0.125649E+06   0.108799E+02
  1864   0.234229E+03   0.126693E+02  -0.796825E+01   0.125534E+06   0.106644E+02
  1865   0.233620E+03   0.126888E+02  -0.820903E+01   0.125418E+06   0.104465E+02
  1866   0.233030E+03   0.127069E+02  -0.845084E+01   0.125303E+06   0.102268E+02
  1867   0.232461E+03   0.127235E+02  -0.869359E+01   0.125188E+06   0.100058E+02
  1868   0.231911E+03   0.127386E+02  -0.893716E+01   0.125073E+06   0.978422E+01
  1869   0.231380E+03   0.127521E+02  -0.918146E+01   0.124958E+06   0.956251E+01
  1870   0.230868E+03   0.127641E+02  -0.942637E+01   0.124844E+06   0.934126E+01
  1871   0.230376E+03   0.127746E+02  -0.967178E+01   0.124729E+06   0.912104E+01
  1872   0.229903E+03   0.127836E+02  -0.991760E+01   0.124615E+06   0.890244E+01
  1873   0.229449E+03   0.127910E+02  -0.101637E+02   0.124501E+06   0.868600E+01
  1874   0.229014E+03   0.127969E+02  -0.104100E+02   0.124387E+06   0.847232E+01
  1875   0.228598E+03   0.128013E+02  -0.106564E+02   0.124273E+06   0.826194E+01
  1876   0.228200E+03   0.128041E+02  -0.109027E+02   0.124160E+06   0.805544E+01
  1877   0.227822E+03   0.128054E+02  -0.111488E+02   0.124046E+06   0.785340E+01
  1878   0.227462E+03   0.128052E+02  -0.113947E+02   0.123933E+06   0.765637E+01
  1879   0.227120E+03   0.128034E+02  -0.116402E+02   0.123820E+06   0.746493E+01
  1880   0.226797E+03   0.128002E+02  -0.118851E+02   0.123707E+06   0.727965E+01
  1881   0.226492E+03   0.127953E+02  -0.121294E+02   0.123594E+06   0.710110E+01
  1882   0.226206E+03   0.127890E+02  -0.123730E+02   0.123481E+06   0.692983E+01
  1883   0.225937E+03   0.127812E+02  -0.126157E+02   0.123369E+06   0.676644E+01
  1884   0.225685E+03   0.127718E+02  -0.128574E+02   0.123256E+06   0.661147E+01
  1885   0.225451E+03   0.127609E+02  -0.130980E+02   0.123144E+06   0.646551E+01
  1886   0.225235E+03   0.127485E+02  -0.133373E+02   0.123032E+06   0.632912E+01
  1887   0.225035E+03   0.127345E+02  -0.135753E+02   0.122920E+06   0.620286E+01
  1888   0.224853E+03   0.127191E+02  -0.138118E+02   0.122808E+06   0.608732E+01
  1889   0.224687E+03   0.127021E+02  -0.140466E+02   0.122696E+06   0.598305E+01
  1890   0.224538E+03   0.126837E+02  -0.142798E+02   0.122585E+06   0.589062E+01
  1891   0.224405E+03   0.126638E+02  -0.145110E+02   0.122474E+06   0.581062E+01
  1892   0.224290E+03   0.126424E+02  -0.147402E+02   0.122362E+06   0.574359E+01
  1893   0.224189E+03   0.126195E+02  -0.149672E+02   0.122251E+06   0.569012E+01
  1894   0.224105E+03   0.125951E+02  -0.151919E+02   0.122140E+06   0.565077E+01
  1895   0.224036E+03   0.125694E+02  -0.154142E+02   0.122030E+06   0.562611E+01
  1896   0.223982E+03   0.125422E+02  -0.156339E+02   0.121919E+06   0.561671E+01
  1897   0.223944E+03   0.125135E+02  -0.158510E+02   0.121809E+06   0.562314E+01
  1898   0.223920E+03   0.124834E+02  -0.160652E+02   0.121698E+06   0.564597E+01
  1899   0.223911E+03   0.124519E+02  -0.162764E+02   0.121588E+06   0.568576E+01
  1900   0.223916E+03   0.124190E+02  -0.164846E+02   0.121478E+06   0.574309E+01
  1901   0.223935E+03   0.123847E+02  -0.166896E+02   0.121368E+06   0.581831E+01
  1902   0.223968E+03   0.123490E+02  -0.168913E+02   0.121259E+06   0.591091E+01
  1903   0.224014E+03   0.123119E+02  -0.170897E+02   0.121149E+06   0.602020E+01
  1904   0.224074E+03   0.122734E+02  -0.172848E+02   0.121040E+06   0.614545E+01
  1905   0.224147E+03   0.122336E+02  -0.174765E+02   0.120931E+06   0.628595E+01
  1906   0.224233E+03   0.121925E+02  -0.176647E+02   0.120821E+06   0.644099E+01
  1907   0.224332E+03   0.121500E+02  -0.178496E+02   0.120713E+06   0.660985E+01
  1908   0.224443E+03   0.121063E+02  -0.180308E+02   0.120604E+06   0.679183E+01
  1909   0.224567E+03   0.120613E+02  -0.182085E+02   0.120495E+06   0.698620E+01
  1910   0.224703E+03   0.120149E+02  -0.183827E+02   0.120386E+06   0.719225E+01
  1911   0.224850E+03   0.119673E+02  -0.185532E+02   0.120278E+06   0.740928E+01
  1912   0.225009E+03   0.119185E+02  -0.187200E+02   0.120170E+06   0.763656E+01
  1913   0.225180E+03   0.118684E+02  -0.188831E+02   0.120062E+06   0.787339E+01
  1914   0.225361E+03   0.118171E+02  -0.190424E+02   0.119954E+06   0.811905E+01
  1915   0.225553E+03   0.117646E+02  -0.191979E+02   0.119846E+06   0.837283E+01
  1916   0.225756E+03   0.117109E+02  -0.193496E+02   0.119738E+06   0.863401E+01
  1917   0.225969E+03   0.116561E+02  -0.194973E+02   0.119631E+06   0.890188E+01
  1918   0.226191E+03   0.116001E+02  -0.196411E+02   0.119523E+06   0.917573E+01
  1919   0.226424E+03   0.115432E+02  -0.197809E+02   0.119416E+06   0.945484E+01
  1920   0.226666E+03   0.114850E+02  -0.199168E+02   0.119309E+06   0.973851E+01
  1921   0.226916E+03   0.114258E+02  -0.200485E+02   0.119202E+06   0.100260E+02
  1922   0.227176E+03   0.113656E+02  -0.201762E+02   0.119095E+06   0.103166E+02
  1923   0.227444E+03   0.113044E+02  -0.202997E+02   0.118989E+06   0.106097E+02
  1924   0.227721E+03   0.112422E+02  -0.204190E+02   0.118882E+06   0.109044E+02
